0.0000000 http
0.0000006 http
0.0000013 http
0.0000019 http
0.0000026 http
0.0000032 http
0.0000038 http
0.0000045 http
0.0000051 http
0.0000058 http
0.0000064 http
0.0000070 http
0.0000077 http
0.0000083 http
0.0000090 http
0.0000096 http
0.0000102 http
0.0000109 http
0.0000115 http
0.0000122 http
0.0000128 http
0.0000134 http
0.0000141 http
0.0000147 http
0.0000154 http
0.0000160 http
0.0000166 http
0.0000173 http
0.0000179 http
0.0000186 http
0.0000192 http
0.0000198 http
0.0000205 http
0.0000211 http
0.0000218 http
0.0000224 http
0.0000230 http
0.0000237 http
0.0000243 http
0.0000250 http
0.0000256 http
0.0000262 http
0.0000269 http
0.0000275 http
0.0000282 http
0.0000288 http
0.0000294 http
0.0000301 http
0.0000307 http
0.0000314 http
0.0000320 http
0.0000326 http
0.0000333 http
0.0000339 http
0.0000346 http
0.0000352 http
0.0000358 http
0.0000365 http
0.0000371 http
0.0000378 http
0.0000384 http
0.0000390 http
0.0000397 http
0.0000403 http
0.0000410 http
0.0000416 http
0.0000422 http
0.0000429 http
0.0000435 http
0.0000442 http
0.0000448 http
0.0000454 http
0.0000461 http
0.0000467 http
0.0000474 http
0.0000480 http
0.0000486 http
0.0000493 http
0.0000499 http
0.0000506 http
0.0000512 http
0.0000518 http
0.0000525 http
0.0000531 http
0.0000538 http
0.0000544 http
0.0000550 http
0.0000557 http
0.0000563 http
0.0000570 http
0.0000576 http
0.0000582 http
0.0000589 http
0.0000595 http
0.0000602 http
0.0000608 http
0.0000614 http
0.0000621 http
0.0000627 http
0.0000634 http
0.0000640 http
0.0000646 http
0.0000653 http
0.0000659 http
0.0000666 http
0.0000672 http
0.0000678 http
0.0000685 http
0.0000691 http
0.0000698 http
0.0000704 http
0.0000710 http
0.0000717 http
0.0000723 http
0.0000730 http
0.0000736 http
0.0000742 http
0.0000749 http
0.0000755 http
0.0000762 http
0.0000768 http
0.0000774 http
0.0000781 http
0.0000787 http
0.0000794 http
0.0000800 http
0.0000806 http
0.0000813 http
0.0000819 http
0.0000826 http
0.0000832 http
0.0000838 http
0.0000845 http
0.0000851 http
0.0000858 http
0.0000864 http
0.0000870 http
0.0000877 http
0.0000883 http
0.0000890 http
0.0000896 http
0.0000902 http
0.0000909 http
0.0000915 http
0.0000922 http
0.0000928 http
0.0000934 http
0.0000941 http
0.0000947 http
0.0000954 http
0.0000960 http
0.0000966 http
0.0000973 http
0.0000979 http
0.0000986 http
0.0000992 http
0.0000998 http
0.0001005 http
0.0001011 http
0.0001018 http
0.0001024 http
0.0001030 http
0.0001037 http
0.0001043 http
0.0001050 http
0.0001056 http
0.0001062 http
0.0001069 http
0.0001075 http
0.0001082 http
0.0001088 http
0.0001094 http
0.0001101 http
0.0001107 http
0.0001114 http
0.0001120 http
0.0001126 http
0.0001133 http
0.0001139 http
0.0001146 http
0.0001152 http
0.0001158 http
0.0001165 http
0.0001171 http
0.0001178 http
0.0001184 http
0.0001190 http
0.0001197 http
0.0001203 http
0.0001210 http
0.0001216 http
0.0001222 http
0.0001229 http
0.0001235 http
0.0001242 http
0.0001248 http
0.0001254 http
0.0001261 http
0.0001267 http
0.0001274 http
0.0001280 http
0.0001286 http
0.0001293 http
0.0001299 http
0.0001306 http
0.0001312 http
0.0001318 http
0.0001325 http
0.0001331 http
0.0001338 http
0.0001344 http
0.0001350 http
0.0001357 http
0.0001363 http
0.0001370 http
0.0001376 http
0.0001382 http
0.0001389 http
0.0001395 http
0.0001402 http
0.0001408 http
0.0001414 http
0.0001421 http
0.0001427 http
0.0001434 http
0.0001440 http
0.0001446 http
0.0001453 http
0.0001459 http
0.0001466 http
0.0001472 http
0.0001478 http
0.0001485 http
0.0001491 http
0.0001498 http
0.0001504 http
0.0001510 http
0.0001517 http
0.0001523 http
0.0001530 http
0.0001536 http
0.0001542 http
0.0001549 http
0.0001555 http
0.0001562 http
0.0001568 http
0.0001574 http
0.0001581 http
0.0001587 http
0.0001594 http
0.0001600 http
0.0001606 http
0.0001613 http
0.0001619 http
0.0001626 http
0.0001632 http
0.0001638 http
0.0001645 http
0.0001651 http
0.0001658 http
0.0001664 http
0.0001670 http
0.0001677 http
0.0001683 http
0.0001690 http
0.0001696 http
0.0001702 http
0.0001709 http
0.0001715 http
0.0001722 http
0.0001728 http
0.0001734 http
0.0001741 http
0.0001747 http
0.0001754 http
0.0001760 http
0.0001766 http
0.0001773 http
0.0001779 http
0.0001786 http
0.0001792 http
0.0001798 http
0.0001805 http
0.0001811 http
0.0001818 http
0.0001824 http
0.0001830 http
0.0001837 http
0.0001843 http
0.0001850 http
0.0001856 http
0.0001862 http
0.0001869 http
0.0001875 http
0.0001882 http
0.0001888 http
0.0001894 http
0.0001901 http
0.0001907 http
0.0001914 http
0.0001920 http
0.0001926 http
0.0001933 http
0.0001939 http
0.0001946 http
0.0001952 http
0.0001958 http
0.0001965 http
0.0001971 http
0.0001978 http
0.0001984 http
0.0001990 http
0.0001997 http
0.0002003 http
0.0002010 http
0.0002016 http
0.0002022 http
0.0002029 http
0.0002035 http
0.0002042 http
0.0002048 http
0.0002054 http
0.0002061 http
0.0002067 http
0.0002074 http
0.0002080 http
0.0002086 http
0.0002093 http
0.0002099 http
0.0002106 http
0.0002112 http
0.0002118 http
0.0002125 http
0.0002131 http
0.0002138 http
0.0002144 http
0.0002150 http
0.0002157 http
0.0002163 http
0.0002170 http
0.0002176 http
0.0002182 http
0.0002189 http
0.0002195 http
0.0002202 http
0.0002208 http
0.0002214 http
0.0002221 http
0.0002227 http
0.0002234 http
0.0002240 http
0.0002246 http
0.0002253 http
0.0002259 http
0.0002266 http
0.0002272 http
0.0002278 http
0.0002285 http
0.0002291 http
0.0002298 http
0.0002304 http
0.0002310 http
0.0002317 http
0.0002323 http
0.0002330 http
0.0002336 http
0.0002342 http
0.0002349 http
0.0002355 http
0.0002362 http
0.0002368 http
0.0002374 http
0.0002381 http
0.0002387 http
0.0002394 http
0.0002400 http
0.0002406 http
0.0002413 http
0.0002419 http
0.0002426 http
0.0002432 http
0.0002438 http
0.0002445 http
0.0002451 http
0.0002458 http
0.0002464 http
0.0002470 http
0.0002477 http
0.0002483 http
0.0002490 http
0.0002496 http
0.0002502 http
0.0002509 http
0.0002515 http
0.0002522 http
0.0002528 http
0.0002534 http
0.0002541 http
0.0002547 http
0.0002554 http
0.0002560 http
0.0002566 http
0.0002573 http
0.0002579 http
0.0002586 http
0.0002592 http
0.0002598 http
0.0002605 http
0.0002611 http
0.0002618 http
0.0002624 http
0.0002630 http
0.0002637 http
0.0002643 http
0.0002650 http
0.0002656 http
0.0002662 http
0.0002669 http
0.0002675 http
0.0002682 http
0.0002688 http
0.0002694 http
0.0002701 http
0.0002707 http
0.0002714 http
0.0002720 http
0.0002726 http
0.0002733 http
0.0002739 http
0.0002746 http
0.0002752 http
0.0002758 http
0.0002765 http
0.0002771 http
0.0002778 http
0.0002784 http
0.0002790 http
0.0002797 http
0.0002803 http
0.0002810 http
0.0002816 http
0.0002822 http
0.0002829 http
0.0002835 http
0.0002842 http
0.0002848 http
0.0002854 http
0.0002861 http
0.0002867 http
0.0002874 http
0.0002880 http
0.0002886 http
0.0002893 http
0.0002899 http
0.0002906 http
0.0002912 http
0.0002918 http
0.0002925 http
0.0002931 http
0.0002938 http
0.0002944 http
0.0002950 http
0.0002957 http
0.0002963 http
0.0002970 http
0.0002976 http
0.0002982 http
0.0002989 http
0.0002995 http
0.0003002 http
0.0003008 http
0.0003014 http
0.0003021 http
0.0003027 http
0.0003034 http
0.0003040 http
0.0003046 http
0.0003053 http
0.0003059 http
0.0003066 http
0.0003072 http
0.0003078 http
0.0003085 http
0.0003091 http
0.0003098 http
0.0003104 http
0.0003110 http
0.0003117 http
0.0003123 http
0.0003130 http
0.0003136 http
0.0003142 http
0.0003149 http
0.0003155 http
0.0003162 http
0.0003168 http
0.0003174 http
0.0003181 http
0.0003187 http
0.0003194 http
0.0003200 http
0.0003206 http
0.0003213 http
0.0003219 http
0.0003226 http
0.0003232 http
0.0003238 http
0.0003245 http
0.0003251 http
0.0003258 http
0.0003264 http
0.0003270 http
0.0003277 http
0.0003283 http
0.0003290 http
0.0003296 http
0.0003302 http
0.0003309 http
0.0003315 http
0.0003322 http
0.0003328 http
0.0003334 http
0.0003341 http
0.0003347 http
0.0003354 http
0.0003360 http
0.0003366 http
0.0003373 http
0.0003379 http
0.0003386 http
0.0003392 http
0.0003398 http
0.0003405 http
0.0003411 http
0.0003418 http
0.0003424 http
0.0003430 http
0.0003437 http
0.0003443 http
0.0003450 http
0.0003456 http
0.0003462 http
0.0003469 http
0.0003475 http
0.0003482 http
0.0003488 http
0.0003494 http
0.0003501 http
0.0003507 http
0.0003514 http
0.0003520 http
0.0003526 http
0.0003533 http
0.0003539 http
0.0003546 http
0.0003552 http
0.0003558 http
0.0003565 http
0.0003571 http
0.0003578 http
0.0003584 http
0.0003590 http
0.0003597 http
0.0003603 http
0.0003610 http
0.0003616 http
0.0003622 http
0.0003629 http
0.0003635 http
0.0003642 http
0.0003648 http
0.0003654 http
0.0003661 http
0.0003667 http
0.0003674 http
0.0003680 http
0.0003686 http
0.0003693 http
0.0003699 http
0.0003706 http
0.0003712 http
0.0003718 http
0.0003725 http
0.0003731 http
0.0003738 http
0.0003744 http
0.0003750 http
0.0003757 http
0.0003763 http
0.0003770 http
0.0003776 http
0.0003782 http
0.0003789 http
0.0003795 http
0.0003802 http
0.0003808 http
0.0003814 http
0.0003821 http
0.0003827 http
0.0003834 http
0.0003840 http
0.0003846 http
0.0003853 http
0.0003859 http
0.0003866 http
0.0003872 http
0.0003878 http
0.0003885 http
0.0003891 http
0.0003898 http
0.0003904 http
0.0003910 http
0.0003917 http
0.0003923 http
0.0003930 http
0.0003936 http
0.0003942 http
0.0003949 http
0.0003955 http
0.0003962 http
0.0003968 http
0.0003974 http
0.0003981 http
0.0003987 http
0.0003994 http
0.0004000 http
0.0004006 http
0.0004013 http
0.0004019 http
0.0004026 http
0.0004032 http
0.0004038 http
0.0004045 http
0.0004051 http
0.0004058 http
0.0004064 http
0.0004070 http
0.0004077 http
0.0004083 http
0.0004090 http
0.0004096 http
0.0004102 http
0.0004109 http
0.0004115 http
0.0004122 http
0.0004128 http
0.0004134 http
0.0004141 http
0.0004147 http
0.0004154 http
0.0004160 http
0.0004166 http
0.0004173 http
0.0004179 http
0.0004186 http
0.0004192 http
0.0004198 http
0.0004205 http
0.0004211 http
0.0004218 http
0.0004224 http
0.0004230 http
0.0004237 http
0.0004243 http
0.0004250 http
0.0004256 http
0.0004262 http
0.0004269 http
0.0004275 http
0.0004282 http
0.0004288 http
0.0004294 http
0.0004301 http
0.0004307 http
0.0004314 http
0.0004320 http
0.0004326 http
0.0004333 http
0.0004339 http
0.0004346 http
0.0004352 http
0.0004358 http
0.0004365 http
0.0004371 http
0.0004378 http
0.0004384 http
0.0004390 http
0.0004397 http
0.0004403 http
0.0004410 http
0.0004416 http
0.0004422 http
0.0004429 http
0.0004435 http
0.0004442 http
0.0004448 http
0.0004454 http
0.0004461 http
0.0004467 http
0.0004474 http
0.0004480 http
0.0004486 http
0.0004493 http
0.0004499 http
0.0004506 http
0.0004512 http
0.0004518 http
0.0004525 http
0.0004531 http
0.0004538 http
0.0004544 http
0.0004550 http
0.0004557 http
0.0004563 http
0.0004570 http
0.0004576 http
0.0004582 http
0.0004589 http
0.0004595 http
0.0004602 http
0.0004608 http
0.0004614 http
0.0004621 http
0.0004627 http
0.0004634 http
0.0004640 http
0.0004646 http
0.0004653 http
0.0004659 http
0.0004666 http
0.0004672 http
0.0004678 http
0.0004685 http
0.0004691 http
0.0004698 http
0.0004704 http
0.0004710 http
0.0004717 http
0.0004723 http
0.0004730 http
0.0004736 http
0.0004742 http
0.0004749 http
0.0004755 http
0.0004762 http
0.0004768 http
0.0004774 http
0.0004781 http
0.0004787 http
0.0004794 http
0.0004800 http
0.0004806 http
0.0004813 http
0.0004819 http
0.0004826 http
0.0004832 http
0.0004838 http
0.0004845 http
0.0004851 http
0.0004858 http
0.0004864 http
0.0004870 http
0.0004877 http
0.0004883 http
0.0004890 http
0.0004896 http
0.0004902 http
0.0004909 http
0.0004915 http
0.0004922 http
0.0004928 http
0.0004934 http
0.0004941 http
0.0004947 http
0.0004954 http
0.0004960 http
0.0004966 http
0.0004973 http
0.0004979 http
0.0004986 http
0.0004992 http
0.0004998 http
0.0005005 http
0.0005011 http
0.0005018 http
0.0005024 http
0.0005030 http
0.0005037 http
0.0005043 http
0.0005050 http
0.0005056 http
0.0005062 http
0.0005069 http
0.0005075 http
0.0005082 http
0.0005088 http
0.0005094 http
0.0005101 http
0.0005107 http
0.0005114 http
0.0005120 http
0.0005126 http
0.0005133 http
0.0005139 http
0.0005146 http
0.0005152 http
0.0005158 http
0.0005165 http
0.0005171 http
0.0005178 http
0.0005184 http
0.0005190 http
0.0005197 http
0.0005203 http
0.0005210 http
0.0005216 http
0.0005222 http
0.0005229 http
0.0005235 http
0.0005242 http
0.0005248 http
0.0005254 http
0.0005261 http
0.0005267 http
0.0005274 http
0.0005280 http
0.0005286 http
0.0005293 http
0.0005299 http
0.0005306 http
0.0005312 http
0.0005318 http
0.0005325 http
0.0005331 http
0.0005338 http
0.0005344 http
0.0005350 http
0.0005357 http
0.0005363 http
0.0005370 http
0.0005376 http
0.0005382 http
0.0005389 http
0.0005395 http
0.0005402 http
0.0005408 http
0.0005414 http
0.0005421 http
0.0005427 http
0.0005434 http
0.0005440 http
0.0005446 http
0.0005453 http
0.0005459 http
0.0005466 http
0.0005472 http
0.0005478 http
0.0005485 http
0.0005491 http
0.0005498 http
0.0005504 http
0.0005510 http
0.0005517 http
0.0005523 http
0.0005530 http
0.0005536 http
0.0005542 http
0.0005549 http
0.0005555 http
