# The matrix is 500 by 240 and has 2000 non-zero entries
# The lines below give each element as i,j,value
# The vector to use is [1,2,3,...,240] for multiplication.
345 100 0.800380
362 228 0.568062
444 13 0.275438
474 66 0.103838
126 167 0.751805
123 31 0.642523
210 3 0.125681
35 179 0.176773
71 52 0.397228
166 15 0.868022
197 113 0.923743
444 102 0.734644
477 196 0.668109
444 200 0.456867
188 177 0.828601
85 139 0.005105
113 178 0.182498
423 163 0.238471
51 41 0.281726
245 104 0.226051
263 40 0.507218
138 216 0.379789
248 182 0.201851
457 51 0.101378
131 175 0.201518
455 164 0.563006
29 77 0.040117
433 149 0.086227
359 8 0.783001
175 149 0.990986
164 109 0.042328
111 53 0.562989
249 103 0.519737
455 81 0.424124
295 222 0.050246
14 167 0.178664
336 217 0.434520
267 144 0.400402
400 177 0.161636
60 104 0.165100
460 123 0.757666
101 170 0.562699
493 77 0.964040
198 76 0.335802
182 155 0.736249
498 7 0.570236
257 55 0.615639
240 36 0.228286
340 188 0.578532
317 87 0.791137
224 28 0.594415
291 189 0.107625
412 125 0.706673
65 60 0.212580
186 171 0.120371
93 77 0.464153
42 78 0.958373
8 170 0.161823
213 219 0.429819
391 153 0.973603
393 171 0.625921
218 232 0.204988
273 14 0.825233
348 55 0.802542
163 76 0.688030
258 143 0.152980
255 217 0.916509
237 178 0.529378
306 161 0.856434
47 41 0.530887
400 170 0.480538
463 212 0.276199
198 184 0.738308
303 228 0.948509
15 57 0.132753
20 141 0.413802
61 212 0.050641
210 5 0.754177
302 132 0.358763
261 15 0.477558
291 60 0.656269
78 164 0.688991
326 3 0.373838
139 29 0.253484
300 31 0.657783
394 47 0.469550
9 5 0.291491
112 88 0.841168
87 197 0.677599
159 216 0.073948
34 177 0.846174
336 87 0.926813
454 184 0.297978
72 61 0.087310
80 12 0.130928
8 223 0.584628
96 31 0.968976
405 77 0.615227
166 10 0.784506
429 128 0.635559
11 201 0.287174
402 210 0.776652
143 219 0.574048
212 13 0.145528
3 207 0.924089
304 62 0.087052
208 179 0.652613
246 176 0.650055
71 231 0.056517
24 10 0.098622
108 227 0.925880
349 83 0.753991
424 53 0.205127
454 86 0.391711
294 224 0.677418
265 98 0.854838
132 212 0.742948
336 78 0.931374
369 56 0.241350
44 88 0.506448
198 59 0.629657
290 106 0.834219
201 54 0.531177
0 216 0.773909
416 54 0.325042
297 95 0.121425
33 230 0.771781
184 170 0.873933
346 5 0.697871
26 51 0.507358
459 76 0.504081
21 21 0.949001
314 35 0.086334
288 172 0.935138
239 58 0.476678
266 194 0.487858
243 158 0.086713
82 68 0.196729
276 124 0.087107
394 108 0.930094
282 126 0.963490
14 182 0.074945
177 179 0.956129
270 135 0.712587
491 44 0.246515
387 83 0.086899
43 57 0.616513
16 152 0.285877
310 64 0.227365
309 221 0.211917
44 226 0.179677
443 192 0.753071
153 133 0.467276
23 11 0.021017
328 11 0.542045
316 56 0.520934
83 184 0.343448
196 13 0.741846
273 149 0.198528
414 62 0.742853
26 49 0.142132
328 55 0.591805
132 118 0.277529
287 168 0.465358
62 13 0.353008
335 20 0.803828
496 160 0.161133
185 190 0.603331
492 14 0.523445
108 106 0.119978
151 9 0.007200
455 194 0.203083
380 80 0.616201
74 239 0.692417
250 150 0.705635
489 235 0.540629
6 77 0.376917
285 101 0.181152
285 226 0.722097
59 122 0.785201
213 176 0.523973
175 98 0.906893
226 75 0.049157
261 72 0.027545
468 115 0.914018
403 139 0.613750
124 117 0.207511
123 187 0.731169
358 102 0.784986
16 129 0.954704
91 128 0.254776
292 132 0.166965
415 73 0.773213
293 115 0.528130
61 82 0.943018
169 2 0.578549
189 89 0.761442
242 117 0.501912
153 34 0.234850
390 194 0.376081
324 71 0.663418
74 188 0.193505
287 127 0.286106
300 108 0.586260
248 171 0.794453
425 113 0.623817
312 169 0.508647
186 198 0.282657
37 125 0.974749
420 169 0.456802
498 219 0.085780
459 33 0.588383
4 86 0.545224
344 28 0.521322
26 222 0.029970
194 124 0.849346
50 221 0.625964
257 51 0.498469
30 85 0.637895
291 18 0.683644
333 184 0.781829
147 157 0.514354
233 68 0.676627
86 134 0.301083
333 81 0.646284
410 141 0.295199
97 186 0.957308
30 145 0.019589
189 160 0.934168
139 25 0.185044
279 6 0.254196
15 73 0.376738
469 65 0.262099
3 36 0.723671
373 235 0.137141
368 188 0.051427
379 211 0.534823
179 114 0.124169
397 51 0.013786
228 16 0.836739
193 180 0.367655
27 122 0.030788
223 110 0.353303
414 113 0.858199
183 26 0.879919
249 33 0.175066
19 146 0.342827
331 58 0.806982
120 90 0.965014
390 98 0.695741
421 143 0.462760
314 45 0.456224
48 132 0.924583
130 211 0.486795
126 29 0.605643
115 125 0.518903
451 77 0.778271
154 138 0.400850
193 96 0.279030
440 205 0.283773
132 151 0.408489
171 41 0.780157
41 232 0.716365
231 62 0.437016
385 237 0.087704
184 115 0.264347
161 158 0.477856
143 71 0.320785
410 236 0.268662
335 75 0.499851
180 73 0.879004
192 106 0.031880
276 31 0.319323
207 141 0.074352
42 162 0.566951
189 192 0.768613
105 169 0.025670
79 234 0.821609
36 213 0.626487
150 150 0.922381
227 195 0.861678
20 112 0.976261
377 172 0.677639
115 221 0.004815
407 125 0.713303
115 92 0.959830
117 0 0.921012
342 2 0.641416
493 97 0.368713
477 132 0.353430
307 185 0.121429
423 40 0.000122
15 178 0.320080
442 20 0.687619
199 238 0.634819
417 134 0.589548
32 130 0.890843
63 200 0.958890
82 108 0.518988
203 232 0.697436
470 11 0.071494
434 99 0.645278
194 176 0.327723
56 204 0.222112
351 83 0.060365
475 65 0.396935
249 52 0.432537
455 134 0.527453
205 136 0.581203
249 118 0.204394
451 203 0.980694
224 31 0.890305
484 42 0.091406
111 91 0.953523
170 142 0.790258
157 204 0.385935
245 193 0.145403
10 63 0.674514
353 223 0.076050
488 94 0.991542
115 200 0.374933
314 49 0.468044
121 233 0.680192
350 153 0.739197
213 61 0.425268
134 62 0.745016
283 117 0.640934
376 7 0.388950
474 107 0.766475
286 14 0.427245
451 43 0.577018
102 215 0.895513
251 117 0.949326
418 175 0.089903
193 119 0.961376
4 213 0.326288
305 169 0.277269
83 161 0.876619
160 27 0.938591
341 215 0.422918
5 172 0.968359
397 140 0.560032
339 72 0.888929
353 138 0.544271
8 84 0.990483
9 166 0.837198
484 53 0.584538
111 227 0.027948
393 185 0.834109
70 143 0.058624
62 85 0.931356
232 213 0.909961
302 47 0.310504
285 46 0.741771
279 47 0.993616
94 159 0.411241
91 87 0.979230
74 183 0.637076
351 134 0.497183
26 51 0.329315
188 52 0.398424
209 196 0.075836
116 130 0.275513
61 187 0.745016
480 66 0.566016
294 140 0.716752
469 212 0.218834
141 48 0.020148
106 66 0.524625
358 48 0.100314
160 154 0.904685
462 141 0.451405
384 38 0.688710
7 140 0.622836
13 14 0.510042
359 213 0.405442
25 34 0.023123
446 110 0.498855
389 66 0.130308
344 85 0.844587
293 136 0.401457
437 160 0.946938
468 158 0.205116
288 182 0.000953
135 33 0.726504
487 44 0.636331
111 95 0.978740
13 128 0.300974
336 184 0.055319
482 70 0.325869
301 170 0.034297
246 136 0.063585
64 133 0.081130
133 169 0.216029
75 98 0.989524
277 100 0.951929
178 185 0.235477
97 130 0.574423
440 165 0.590673
309 28 0.977729
292 209 0.454119
282 192 0.532060
0 7 0.323537
465 114 0.226531
344 107 0.746262
374 144 0.417223
179 213 0.972352
424 163 0.623988
315 65 0.357469
169 190 0.750805
87 200 0.867287
163 216 0.096928
122 20 0.350477
78 84 0.267320
415 160 0.652966
267 221 0.589025
298 102 0.541903
10 1 0.929633
289 82 0.177999
33 101 0.888034
80 103 0.214831
428 18 0.740531
444 237 0.007191
24 227 0.926799
463 216 0.149625
13 129 0.434521
284 72 0.939586
303 144 0.599556
410 196 0.006866
356 80 0.710915
461 151 0.823056
440 166 0.541720
360 180 0.840508
170 214 0.106870
307 84 0.421604
332 96 0.234740
109 225 0.456490
351 199 0.315388
249 59 0.085977
489 116 0.144658
229 85 0.871918
25 223 0.636093
388 53 0.280418
131 220 0.656055
76 48 0.937608
401 112 0.029597
336 183 0.084928
94 11 0.576450
412 219 0.944571
354 18 0.593314
248 10 0.115429
101 204 0.018463
271 5 0.263870
419 161 0.405840
442 60 0.431181
419 162 0.981157
486 26 0.378335
14 156 0.396499
154 56 0.427246
67 144 0.434676
416 109 0.658558
166 147 0.328704
55 81 0.312817
433 230 0.582039
182 68 0.223544
216 18 0.802644
129 149 0.855548
33 88 0.480525
364 69 0.996034
51 69 0.447334
403 7 0.114291
373 126 0.590547
305 5 0.638552
43 75 0.161367
200 66 0.741484
205 99 0.333373
235 73 0.630440
178 183 0.407043
46 15 0.027260
472 189 0.329435
313 5 0.215073
198 168 0.667910
262 57 0.750087
215 155 0.113058
122 117 0.192877
430 173 0.074366
81 125 0.093392
114 6 0.229614
142 71 0.368993
93 201 0.562166
489 203 0.144864
247 48 0.951936
163 106 0.956543
197 118 0.980186
12 21 0.428673
352 233 0.228691
21 23 0.161555
164 166 0.134542
52 183 0.896980
22 69 0.529753
34 222 0.619097
436 174 0.435492
206 212 0.251731
203 222 0.012755
162 177 0.285252
58 109 0.453924
110 114 0.251545
281 234 0.533196
265 193 0.506066
33 106 0.350554
387 182 0.741444
214 117 0.142700
35 88 0.613066
123 47 0.032180
189 220 0.365982
447 46 0.830274
243 96 0.825946
180 80 0.582829
475 34 0.900586
436 117 0.879438
453 80 0.508856
13 159 0.289650
296 202 0.785196
336 156 0.605059
317 220 0.366365
438 52 0.239577
368 174 0.329200
316 121 0.042213
172 40 0.933778
391 214 0.032800
386 183 0.003181
295 136 0.152515
480 134 0.845922
165 25 0.193764
110 35 0.056171
132 153 0.550666
396 163 0.527592
247 18 0.467539
157 53 0.499058
83 58 0.273149
82 186 0.500621
395 125 0.603673
41 188 0.712938
162 67 0.267395
174 52 0.615463
276 125 0.211245
46 34 0.513910
131 202 0.801760
267 175 0.734457
47 100 0.421449
190 201 0.002621
120 146 0.333905
398 195 0.610719
48 154 0.718685
14 10 0.491372
2 195 0.445985
27 113 0.436244
22 121 0.427573
17 175 0.108870
359 143 0.754946
80 120 0.600847
438 103 0.462563
414 74 0.472088
486 91 0.650027
418 73 0.565966
211 68 0.871521
6 119 0.505492
357 28 0.081553
241 138 0.007592
89 82 0.623491
245 185 0.221967
276 88 0.605856
31 162 0.905116
77 59 0.848206
422 182 0.059308
65 66 0.827919
412 225 0.996134
163 59 0.465175
489 64 0.936316
53 166 0.570322
187 197 0.213726
235 72 0.231900
143 106 0.340689
76 204 0.749000
216 4 0.897432
316 148 0.260017
160 176 0.133166
424 98 0.965931
404 7 0.678737
338 167 0.550184
17 2 0.417169
340 146 0.628511
286 148 0.949427
152 200 0.751801
211 122 0.046444
488 163 0.489667
260 172 0.160717
135 105 0.894447
104 150 0.379748
15 46 0.474755
44 232 0.224497
318 159 0.540197
327 213 0.713625
430 207 0.345319
480 52 0.105574
373 211 0.088782
422 109 0.191230
71 80 0.993885
496 103 0.940718
499 184 0.898618
408 224 0.974196
181 20 0.791202
128 87 0.456724
299 179 0.648024
317 25 0.546739
268 56 0.075683
308 213 0.593438
399 46 0.136586
487 156 0.820793
318 179 0.168107
204 136 0.739545
459 55 0.482104
439 85 0.546024
315 218 0.952263
116 174 0.368480
384 17 0.133459
108 198 0.289775
387 218 0.220446
144 223 0.451387
198 73 0.428047
294 24 0.951116
383 50 0.700223
493 88 0.896935
374 211 0.136085
4 152 0.846382
6 142 0.123365
59 230 0.981453
304 171 0.855459
55 61 0.579063
19 123 0.730088
121 81 0.659293
480 124 0.945638
162 229 0.543895
24 125 0.448561
311 45 0.013709
437 57 0.219121
113 169 0.279218
151 191 0.880072
227 184 0.789810
328 16 0.097149
455 208 0.208514
164 57 0.632702
492 100 0.854313
222 16 0.364955
481 233 0.644512
363 230 0.934075
349 31 0.535393
33 172 0.901120
151 68 0.226411
155 148 0.632729
191 39 0.359245
196 120 0.626206
202 83 0.000337
386 63 0.631556
255 139 0.835847
329 203 0.707230
248 4 0.639137
461 213 0.485403
269 152 0.330010
74 101 0.791334
248 41 0.920362
274 145 0.955786
302 176 0.966065
416 133 0.576842
157 170 0.262424
436 127 0.817576
51 174 0.070396
58 150 0.391684
340 199 0.199236
145 136 0.649585
426 116 0.678342
319 17 0.290340
286 130 0.532233
491 191 0.600269
235 168 0.242301
206 35 0.550476
161 214 0.736263
379 93 0.491005
151 232 0.001118
441 230 0.708713
204 119 0.162801
202 234 0.021526
193 130 0.605726
118 121 0.435103
189 210 0.280196
291 166 0.288395
160 119 0.831575
444 62 0.726428
57 84 0.956316
415 229 0.622755
53 143 0.417327
318 203 0.968045
65 115 0.178715
214 152 0.403000
489 9 0.940006
456 69 0.365162
380 122 0.134424
250 152 0.616789
271 179 0.985837
181 182 0.546380
74 230 0.633426
236 222 0.638235
209 50 0.699078
249 34 0.084822
35 112 0.880149
53 215 0.811657
384 178 0.369691
167 82 0.364689
32 84 0.972893
368 138 0.042576
363 59 0.715569
448 182 0.484809
69 103 0.471610
297 143 0.747691
159 18 0.658776
113 111 0.812081
442 231 0.252550
27 183 0.346091
231 92 0.680768
281 207 0.959146
67 160 0.105940
265 43 0.986218
221 93 0.574736
415 223 0.838764
312 230 0.358698
141 85 0.301537
99 146 0.640196
271 73 0.569856
154 123 0.995728
305 73 0.520704
437 188 0.176540
170 133 0.978056
178 189 0.702781
71 152 0.196145
12 139 0.930857
59 120 0.361368
9 180 0.359756
214 233 0.326568
295 107 0.664670
230 187 0.250320
228 170 0.389991
69 41 0.877883
185 97 0.517017
25 235 0.938411
100 122 0.299305
243 108 0.332624
59 63 0.703491
165 198 0.741999
411 50 0.820258
238 196 0.974081
344 194 0.917702
372 141 0.889936
479 184 0.701637
229 181 0.640631
463 68 0.535216
1 184 0.662267
351 34 0.140331
486 69 0.458050
128 78 0.358635
128 125 0.083643
347 168 0.904347
210 180 0.134566
443 164 0.004948
9 57 0.009747
222 63 0.348743
491 168 0.205562
141 0 0.105785
110 58 0.346976
253 164 0.809770
478 39 0.991914
483 40 0.482859
47 15 0.075646
148 9 0.593013
72 11 0.052429
58 147 0.855799
103 36 0.450114
48 6 0.908863
456 120 0.382433
351 102 0.371334
9 147 0.359072
167 71 0.828656
385 103 0.476794
40 80 0.846994
170 175 0.141099
167 201 0.720105
444 150 0.728834
161 128 0.872527
175 15 0.551382
358 153 0.702034
411 129 0.271657
79 153 0.228839
396 115 0.647373
60 152 0.415413
499 214 0.945048
113 113 0.981259
61 4 0.357568
303 198 0.832877
498 80 0.010136
312 170 0.695899
325 50 0.043202
406 184 0.295284
65 25 0.778727
229 101 0.976856
105 164 0.532047
153 32 0.043901
450 125 0.505337
441 2 0.762781
214 109 0.076949
70 46 0.282149
181 146 0.018190
45 222 0.971727
469 77 0.776206
244 216 0.751301
287 236 0.193523
341 129 0.251716
408 165 0.534060
276 44 0.587824
303 212 0.782872
199 224 0.264580
367 13 0.808728
217 120 0.467305
49 50 0.448803
123 18 0.651282
135 101 0.295549
250 1 0.542068
115 80 0.507482
438 70 0.511620
479 95 0.876842
461 121 0.611845
142 226 0.843630
320 131 0.260819
375 214 0.186072
15 145 0.842105
307 121 0.486051
489 188 0.811958
410 84 0.088357
57 10 0.923466
21 15 0.207819
362 233 0.935539
188 91 0.407467
219 127 0.186605
13 123 0.203592
61 8 0.323198
379 132 0.073565
414 10 0.102925
302 61 0.943614
162 92 0.652234
236 0 0.023683
483 192 0.496054
192 39 0.716681
132 93 0.801642
289 86 0.365101
47 19 0.396580
382 55 0.693528
116 107 0.248663
24 186 0.972160
3 57 0.749066
38 122 0.769733
2 140 0.736213
205 197 0.482160
126 5 0.146729
125 169 0.693994
230 186 0.784147
298 179 0.141613
457 17 0.987014
93 138 0.837024
425 73 0.747723
323 122 0.025612
39 54 0.947749
385 232 0.817838
42 220 0.983376
464 166 0.200874
139 65 0.581394
409 63 0.003585
313 108 0.831724
488 100 0.582722
19 170 0.554363
479 26 0.108326
328 223 0.451711
13 151 0.936788
499 187 0.338465
259 81 0.217173
311 132 0.728281
336 15 0.331237
280 183 0.278147
330 239 0.081936
233 96 0.624111
37 91 0.666463
211 219 0.701314
373 68 0.604179
345 57 0.698895
57 58 0.142081
418 10 0.531446
109 97 0.466929
350 28 0.440202
98 160 0.153823
450 224 0.793197
29 192 0.627416
200 216 0.845109
238 216 0.741582
246 211 0.867782
88 101 0.960929
315 207 0.377706
217 37 0.172398
42 15 0.512288
145 205 0.644442
155 142 0.466843
388 236 0.258241
170 150 0.310609
59 115 0.822279
333 40 0.863765
168 226 0.978865
486 8 0.722407
490 91 0.375570
177 123 0.276121
109 71 0.986681
157 10 0.962137
242 62 0.070873
412 78 0.323202
316 18 0.885833
223 81 0.533115
357 154 0.194137
471 151 0.174908
330 66 0.393318
200 202 0.939995
72 67 0.204485
127 237 0.821709
260 155 0.672895
24 84 0.485035
310 231 0.764239
51 207 0.492771
136 238 0.960506
90 202 0.255555
160 211 0.298690
431 195 0.865534
349 225 0.749837
233 177 0.671286
379 221 0.234299
426 173 0.979310
444 52 0.098715
330 150 0.021497
261 55 0.896350
448 43 0.366457
30 176 0.602648
144 74 0.223129
422 72 0.645971
300 17 0.750069
376 38 0.888644
119 194 0.189546
339 169 0.970516
36 188 0.264770
337 104 0.369498
348 22 0.153634
269 24 0.459748
201 216 0.534067
299 19 0.916348
202 76 0.055421
86 94 0.540646
474 189 0.621855
398 91 0.284420
169 145 0.957276
243 174 0.194545
266 118 0.565688
317 24 0.393562
119 41 0.956982
410 158 0.123163
350 44 0.523121
282 41 0.443308
238 103 0.806021
9 66 0.179608
98 49 0.444934
82 21 0.212391
368 54 0.465197
89 133 0.228213
462 165 0.010771
359 58 0.022106
308 190 0.462681
321 193 0.910698
423 198 0.528829
150 11 0.249775
335 228 0.064856
112 126 0.286633
483 232 0.281427
112 233 0.609571
408 180 0.775418
276 50 0.907197
402 200 0.855664
90 124 0.908879
399 51 0.332322
414 193 0.026566
430 235 0.039937
162 44 0.291163
212 141 0.026832
280 62 0.061111
343 206 0.491454
211 99 0.218875
37 2 0.820939
483 25 0.672904
151 58 0.303596
213 194 0.347578
484 159 0.667152
279 75 0.682562
419 140 0.487369
196 90 0.192344
8 22 0.504675
6 188 0.728371
306 79 0.714446
70 189 0.459474
196 50 0.314700
293 41 0.882179
177 32 0.926901
437 122 0.572815
84 220 0.648155
37 18 0.372747
322 159 0.516043
103 236 0.666216
278 0 0.449459
380 197 0.397465
492 30 0.306885
4 139 0.546346
479 205 0.931059
282 184 0.435763
74 156 0.576909
199 161 0.113769
203 177 0.532019
21 41 0.393074
414 147 0.329686
309 195 0.177623
147 180 0.822190
462 237 0.879633
265 1 0.715053
497 149 0.507237
487 129 0.568551
415 129 0.206298
44 28 0.085123
228 206 0.861315
158 117 0.148779
201 67 0.105355
26 36 0.227044
11 179 0.841194
153 90 0.172677
199 236 0.760904
411 170 0.485473
269 125 0.559426
146 82 0.621613
229 153 0.014954
235 66 0.299620
34 47 0.596504
290 95 0.683253
429 222 0.364566
449 160 0.510691
115 163 0.108049
392 168 0.829135
352 32 0.779699
354 234 0.821336
238 193 0.087821
107 128 0.407084
429 57 0.522460
324 47 0.262939
369 23 0.449782
15 194 0.257953
244 161 0.197630
26 212 0.521904
176 70 0.333707
352 119 0.438115
56 68 0.243993
334 109 0.641071
